0,cubic,1000000,10000,2Mbps,20240322113931.608,10.0.2.20,40770,10.0.0.20,5001,3,0.0-200.7,379060224,15110037
0,cubic,1000000,100000,2Mbps,20240322114313.524,10.0.2.20,45734,10.0.0.20,5001,3,0.0-205.1,58064896,2264308
0,cubic,1000000,10000,5Mbps,20240322114650.902,10.0.2.20,49078,10.0.0.20,5001,3,0.0-200.9,428867584,17079248
0,cubic,1000000,100000,5Mbps,20240322115033.469,10.0.2.20,47066,10.0.0.20,5001,3,0.0-205.9,56754176,2204789
0,cubic,100000,10000,2Mbps,20240322115411.055,10.0.2.20,50382,10.0.0.20,5001,3,0.0-201.4,72089600,2863256
0,cubic,100000,100000,2Mbps,20240322115747.849,10.0.2.20,49914,10.0.0.20,5001,3,0.0-200.3,10223616,408240
0,cubic,100000,10000,5Mbps,20240322120124.545,10.0.2.20,47360,10.0.0.20,5001,3,0.0-200.2,72482816,2896129
0,cubic,100000,100000,5Mbps,20240322120609.317,10.0.2.20,55204,10.0.0.20,5001,3,0.0-201.3,8650752,343794
0,reno,1000000,10000,2Mbps,20240322120946.233,10.0.2.20,43482,10.0.0.20,5001,3,0.0-200.4,431882240,17242525
0,reno,1000000,100000,2Mbps,^C^C
